year,voivodeship_from,voivodeship_to,product_code,services,censored_below_5
2023,Lubelskie,Świętokrzyskie,5.09.03.0000170,,1
2023,Łódzkie,Świętokrzyskie,5.09.03.0000170,29,0
2023,Małopolskie,Świętokrzyskie,5.09.03.0000170,,1
2023,Podkarpackie,Świętokrzyskie,5.09.03.0000170,25,0
2023,Śląskie,Świętokrzyskie,5.09.03.0000170,,1
2023,Świętokrzyskie,Świętokrzyskie,5.09.03.0000170,1211,0
2023,Świętokrzyskie,Świętokrzyskie,5.09.05.0000004,9,0
2023,Mazowieckie,Warmińsko-mazurskie,5.09.03.0000170,,1
2023,Podlaskie,Warmińsko-mazurskie,5.09.03.0000170,25,0
2023,Podlaskie,Warmińsko-mazurskie,5.09.05.0000004,7,0
2023,Pomorskie,Warmińsko-mazurskie,5.09.03.0000170,,1
2023,Warmińsko-mazurskie,Warmińsko-mazurskie,5.09.03.0000170,934,0
2023,Warmińsko-mazurskie,Warmińsko-mazurskie,5.09.05.0000004,,1
2023,Dolnośląskie,Wielkopolskie,5.09.03.0000170,12,0
2023,Dolnośląskie,Wielkopolskie,5.09.05.0000004,,1
2023,Kujawsko-pomorskie,Wielkopolskie,5.09.03.0000170,55,0
2023,Lubuskie,Wielkopolskie,5.09.03.0000170,8,0
2023,Lubuskie,Wielkopolskie,5.09.05.0000004,,1
2023,Mazowieckie,Wielkopolskie,5.09.05.0000004,,1
2023,Opolskie,Wielkopolskie,5.09.03.0000170,,1
2023,Opolskie,Wielkopolskie,5.09.05.0000004,,1
2023,Wielkopolskie,Wielkopolskie,5.09.03.0000170,4019,0
2023,Wielkopolskie,Wielkopolskie,5.09.05.0000004,41,0
2023,Zachodniopomorskie,Wielkopolskie,5.09.03.0000170,11,0
2023,Dolnośląskie,Zachodniopomorskie,5.09.03.0000170,,1
2023,Lubuskie,Zachodniopomorskie,5.09.03.0000170,6,0
2023,Lubuskie,Zachodniopomorskie,5.09.05.0000004,,1
2023,Mazowieckie,Zachodniopomorskie,5.09.03.0000170,,1
2023,Mazowieckie,Zachodniopomorskie,5.09.05.0000004,,1
2023,Pomorskie,Zachodniopomorskie,5.09.03.0000170,16,0
2023,Pomorskie,Zachodniopomorskie,5.09.05.0000004,,1
2023,Śląskie,Zachodniopomorskie,5.09.03.0000170,,1
2023,Śląskie,Zachodniopomorskie,5.09.05.0000004,,1
2023,Wielkopolskie,Zachodniopomorskie,5.09.03.0000170,15,0
2023,Zachodniopomorskie,Zachodniopomorskie,5.09.03.0000170,2979,0
2023,Zachodniopomorskie,Zachodniopomorskie,5.09.05.0000004,28,0
2024,Dolnośląskie,Dolnośląskie,5.09.03.0000170,3617,0
2024,Dolnośląskie,Dolnośląskie,5.09.05.0000004,39,0
2024,Kujawsko-pomorskie,Dolnośląskie,5.09.03.0000170,,1
2024,Lubelskie,Dolnośląskie,5.09.03.0000170,,1
2024,Lubelskie,Dolnośląskie,5.09.05.0000004,,1
2024,Lubuskie,Dolnośląskie,5.09.03.0000170,5,0
2024,Lubuskie,Dolnośląskie,5.09.05.0000004,,1
2024,Łódzkie,Dolnośląskie,5.09.03.0000170,,1
2024,Małopolskie,Dolnośląskie,5.09.03.0000170,,1
2024,Mazowieckie,Dolnośląskie,5.09.03.0000170,,1
2024,Opolskie,Dolnośląskie,5.09.03.0000170,5,0
2024,Śląskie,Dolnośląskie,5.09.03.0000170,,1
2024,Wielkopolskie,Dolnośląskie,5.09.03.0000170,51,0
2024,Wielkopolskie,Dolnośląskie,5.09.05.0000004,,1
2024,Kujawsko-pomorskie,Kujawsko-pomorskie,5.09.03.0000170,1169,0
2024,Kujawsko-pomorskie,Kujawsko-pomorskie,5.09.05.0000004,,1
2024,Lubuskie,Kujawsko-pomorskie,5.09.03.0000170,,1
2024,Pomorskie,Kujawsko-pomorskie,5.09.03.0000170,32,0
2024,Warmińsko-mazurskie,Kujawsko-pomorskie,5.09.03.0000170,5,0
2024,Wielkopolskie,Kujawsko-pomorskie,5.09.03.0000170,32,0
2024,Zachodniopomorskie,Kujawsko-pomorskie,5.09.03.0000170,,1
2024,Kujawsko-pomorskie,Lubelskie,5.09.05.0000004,,1
2024,Lubelskie,Lubelskie,5.09.03.0000170,2033,0
2024,Lubelskie,Lubelskie,5.09.05.0000004,9,0
2024,Małopolskie,Lubelskie,5.09.03.0000170,,1
2024,Mazowieckie,Lubelskie,5.09.03.0000170,5,0
2024,Mazowieckie,Lubelskie,5.09.05.0000004,,1
2024,Podkarpackie,Lubelskie,5.09.03.0000170,,1
2024,Podkarpackie,Lubelskie,5.09.05.0000004,,1
2024,Podlaskie,Lubelskie,5.09.03.0000170,,1
2024,Świętokrzyskie,Lubelskie,5.09.03.0000170,5,0
2024,Warmińsko-mazurskie,Lubelskie,5.09.05.0000004,,1
2024,Wielkopolskie,Lubelskie,5.09.03.0000170,,1
2024,Dolnośląskie,Lubuskie,5.09.03.0000170,85,0
2024,Dolnośląskie,Lubuskie,5.09.05.0000004,,1
2024,Kujawsko-pomorskie,Lubuskie,5.09.03.0000170,,1
2024,Lubuskie,Lubuskie,5.09.03.0000170,449,0
2024,Lubuskie,Lubuskie,5.09.05.0000004,9,0
2024,Podkarpackie,Lubuskie,5.09.03.0000170,,1
2024,Podlaskie,Lubuskie,5.09.03.0000170,,1
2024,Wielkopolskie,Lubuskie,5.09.03.0000170,116,0
2024,Wielkopolskie,Lubuskie,5.09.05.0000004,,1
2024,Zachodniopomorskie,Lubuskie,5.09.03.0000170,7,0
2024,Łódzkie,Łódzkie,5.09.03.0000170,5217,0
2024,Łódzkie,Łódzkie,5.09.05.0000004,6,0
2024,Mazowieckie,Łódzkie,5.09.03.0000170,,1
2024,Świętokrzyskie,Łódzkie,5.09.03.0000170,,1
2024,Wielkopolskie,Łódzkie,5.09.03.0000170,56,0
2024,Dolnośląskie,Małopolskie,5.09.03.0000170,,1
2024,Dolnośląskie,Małopolskie,5.09.05.0000004,,1
2024,Małopolskie,Małopolskie,5.09.03.0000170,6418,0
2024,Małopolskie,Małopolskie,5.09.05.0000004,65,0
2024,Mazowieckie,Małopolskie,5.09.03.0000170,,1
2024,Opolskie,Małopolskie,5.09.03.0000170,,1
2024,Podkarpackie,Małopolskie,5.09.03.0000170,16,0
2024,Podkarpackie,Małopolskie,5.09.05.0000004,,1
2024,Podlaskie,Małopolskie,5.09.05.0000004,,1
2024,Śląskie,Małopolskie,5.09.03.0000170,52,0
2024,Śląskie,Małopolskie,5.09.05.0000004,,1
2024,Świętokrzyskie,Małopolskie,5.09.03.0000170,10,0
2024,Świętokrzyskie,Małopolskie,5.09.05.0000004,,1
2024,Wielkopolskie,Małopolskie,5.09.03.0000170,,1
2024,Wielkopolskie,Małopolskie,5.09.05.0000004,,1
2024,Lubelskie,Mazowieckie,5.09.03.0000170,111,0
2024,Lubelskie,Mazowieckie,5.09.05.0000004,,1
2024,Łódzkie,Mazowieckie,5.09.03.0000170,102,0
2024,Łódzkie,Mazowieckie,5.09.05.0000004,,1
2024,Małopolskie,Mazowieckie,5.09.03.0000170,,1
2024,Małopolskie,Mazowieckie,5.09.05.0000004,,1
2024,Mazowieckie,Mazowieckie,5.09.03.0000170,2896,0
2024,Mazowieckie,Mazowieckie,5.09.05.0000004,32,0
2024,Podkarpackie,Mazowieckie,5.09.03.0000170,,1
2024,Podlaskie,Mazowieckie,5.09.03.0000170,11,0
2024,Podlaskie,Mazowieckie,5.09.05.0000004,,1
2024,Pomorskie,Mazowieckie,5.09.03.0000170,,1
2024,Pomorskie,Mazowieckie,5.09.05.0000004,,1
2024,Śląskie,Mazowieckie,5.09.03.0000170,,1
2024,Świętokrzyskie,Mazowieckie,5.09.03.0000170,,1
2024,Warmińsko-mazurskie,Mazowieckie,5.09.03.0000170,19,0
2024,Wielkopolskie,Mazowieckie,5.09.03.0000170,,1
2024,Dolnośląskie,Opolskie,5.09.03.0000170,15,0
2024,Łódzkie,Opolskie,5.09.03.0000170,,1
2024,Opolskie,Opolskie,5.09.03.0000170,1521,0
2024,Opolskie,Opolskie,5.09.05.0000004,6,0
2024,Śląskie,Opolskie,5.09.03.0000170,7,0
2024,Wielkopolskie,Opolskie,5.09.03.0000170,46,0
2024,Lubelskie,Podkarpackie,5.09.03.0000170,5,0
2024,Małopolskie,Podkarpackie,5.09.03.0000170,45,0
2024,Podkarpackie,Podkarpackie,5.09.03.0000170,2046,0
2024,Podkarpackie,Podkarpackie,5.09.05.0000004,11,0
2024,Świętokrzyskie,Podkarpackie,5.09.03.0000170,6,0
2024,Świętokrzyskie,Podkarpackie,5.09.05.0000004,,1
2024,Dolnośląskie,Podlaskie,5.09.03.0000170,,1
2024,Dolnośląskie,Podlaskie,5.09.05.0000004,,1
2024,Lubelskie,Podlaskie,5.09.03.0000170,,1
2024,Mazowieckie,Podlaskie,5.09.03.0000170,44,0
2024,Podlaskie,Podlaskie,5.09.03.0000170,3622,0
2024,Podlaskie,Podlaskie,5.09.05.0000004,29,0
2024,Warmińsko-mazurskie,Podlaskie,5.09.03.0000170,46,0
2024,Warmińsko-mazurskie,Podlaskie,5.09.05.0000004,,1
2024,Kujawsko-pomorskie,Pomorskie,5.09.03.0000170,,1
2024,Pomorskie,Pomorskie,5.09.03.0000170,1608,0
2024,Pomorskie,Pomorskie,5.09.05.0000004,15,0
2024,Śląskie,Pomorskie,5.09.03.0000170,,1
2024,Warmińsko-mazurskie,Pomorskie,5.09.03.0000170,,1
2024,Wielkopolskie,Pomorskie,5.09.03.0000170,,1
2024,Zachodniopomorskie,Pomorskie,5.09.03.0000170,50,0
2024,Zachodniopomorskie,Pomorskie,5.09.05.0000004,,1
2024,Dolnośląskie,Śląskie,5.09.03.0000170,9,0
2024,Lubelskie,Śląskie,5.09.03.0000170,,1
2024,Łódzkie,Śląskie,5.09.03.0000170,20,0
2024,Łódzkie,Śląskie,5.09.05.0000004,,1
2024,Małopolskie,Śląskie,5.09.03.0000170,133,0
2024,Małopolskie,Śląskie,5.09.05.0000004,6,0
2024,Mazowieckie,Śląskie,5.09.03.0000170,,1
2024,Mazowieckie,Śląskie,5.09.05.0000004,,1
2024,Opolskie,Śląskie,5.09.03.0000170,25,0
2024,Podkarpackie,Śląskie,5.09.03.0000170,,1
2024,Podlaskie,Śląskie,5.09.03.0000170,,1
2024,Podlaskie,Śląskie,5.09.05.0000004,,1
2024,Pomorskie,Śląskie,5.09.03.0000170,,1
2024,Śląskie,Śląskie,5.09.03.0000170,2993,0
2024,Śląskie,Śląskie,5.09.05.0000004,10,0
2024,Świętokrzyskie,Śląskie,5.09.03.0000170,8,0
2024,Świętokrzyskie,Śląskie,5.09.05.0000004,,1
2024,Warmińsko-mazurskie,Śląskie,5.09.05.0000004,,1
2024,Wielkopolskie,Śląskie,5.09.05.0000004,,1
2024,Łódzkie,Świętokrzyskie,5.09.03.0000170,42,0
2024,Małopolskie,Świętokrzyskie,5.09.03.0000170,,1
2024,Podkarpackie,Świętokrzyskie,5.09.03.0000170,,1
2024,Świętokrzyskie,Świętokrzyskie,5.09.03.0000170,1564,0
2024,Świętokrzyskie,Świętokrzyskie,5.09.05.0000004,19,0
2024,Mazowieckie,Warmińsko-mazurskie,5.09.03.0000170,,1
2024,Podlaskie,Warmińsko-mazurskie,5.09.03.0000170,25,0
2024,Podlaskie,Warmińsko-mazurskie,5.09.05.0000004,,1
2024,Pomorskie,Warmińsko-mazurskie,5.09.03.0000170,9,0
2024,Warmińsko-mazurskie,Warmińsko-mazurskie,5.09.03.0000170,1270,0
2024,Warmińsko-mazurskie,Warmińsko-mazurskie,5.09.05.0000004,22,0
2024,Dolnośląskie,Wielkopolskie,5.09.03.0000170,12,0
2024,Kujawsko-pomorskie,Wielkopolskie,5.09.03.0000170,69,0
2024,Lubuskie,Wielkopolskie,5.09.03.0000170,12,0
2024,Lubuskie,Wielkopolskie,5.09.05.0000004,5,0
2024,Łódzkie,Wielkopolskie,5.09.03.0000170,,1
2024,Opolskie,Wielkopolskie,5.09.05.0000004,,1
2024,Wielkopolskie,Wielkopolskie,5.09.03.0000170,5565,0
2024,Wielkopolskie,Wielkopolskie,5.09.05.0000004,60,0
2024,Zachodniopomorskie,Wielkopolskie,5.09.03.0000170,19,0
2024,Kujawsko-pomorskie,Zachodniopomorskie,5.09.05.0000004,,1
2024,Lubuskie,Zachodniopomorskie,5.09.03.0000170,5,0
2024,Lubuskie,Zachodniopomorskie,5.09.05.0000004,,1
2024,Łódzkie,Zachodniopomorskie,5.09.03.0000170,,1
2024,Pomorskie,Zachodniopomorskie,5.09.03.0000170,37,0
2024,Warmińsko-mazurskie,Zachodniopomorskie,5.09.03.0000170,,1
2024,Warmińsko-mazurskie,Zachodniopomorskie,5.09.05.0000004,,1
2024,Wielkopolskie,Zachodniopomorskie,5.09.03.0000170,11,0
2024,Zachodniopomorskie,Zachodniopomorskie,5.09.03.0000170,2807,0
2024,Zachodniopomorskie,Zachodniopomorskie,5.09.05.0000004,22,0
